BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
c00130_SGB_119...region001	c00130_SGB_119..	SGB_11902_k141_680268	cyclic-lactone-autoinducer	RiPPs		
c00130_SGB_123...region001	c00130_SGB_123..	SGB_12307_k141_345411	RRE-containing	RiPPs		
c00130_SGB_128...region001	c00130_SGB_128..	SGB_1280_k141_1761508	ranthipeptide	RiPPs		
c00130_SGB_133...region001	c00130_SGB_133..	SGB_13311_k141_133194	cyclic-lactone-autoinducer	RiPPs		
c00130_SGB_382...region001	c00130_SGB_382..	SGB_3825_k141_1716303	RRE-containing	RiPPs		
c00130_SGB_389...region001	c00130_SGB_389..	SGB_389_k141_3029943	ranthipeptide	RiPPs		
c00130_SGB_438...region001	c00130_SGB_438..	SGB_4383_k141_1900870	RRE-containing	RiPPs		
c00130_SGB_536...region001	c00130_SGB_536..	SGB_5369_k141_835898	betalactone	Others		
c00130_SGB_608...region001	c00130_SGB_608..	SGB_6086_k141_582934	RRE-containing	RiPPs		
c00130_SGB_640...region001	c00130_SGB_640..	SGB_6402_k141_587925	ranthipeptide	RiPPs		
c00130_SGB_944...region001	c00130_SGB_944..	SGB_9446_k141_285239	RRE-containing	RiPPs		
c00131_SGB_121...region001	c00131_SGB_121..	SGB_12132_k141_960784	RRE-containing	RiPPs		
c00131_SGB_122...region001	c00131_SGB_122..	SGB_12220_k141_1006393	cyclic-lactone-autoinducer.ranthipeptide	RiPPs		
c00131_SGB_125...region001	c00131_SGB_125..	SGB_12574_k141_1564020	NRPS-like	NRPS		
c00131_SGB_385...region001	c00131_SGB_385..	SGB_3854_k141_1170894	ranthipeptide	RiPPs		
c00131_SGB_516...region001	c00131_SGB_516..	SGB_5169_k141_2160788	ranthipeptide	RiPPs		
c00131_SGB_536...region001	c00131_SGB_536..	SGB_5369_k141_1030708	NRPS	NRPS		
c00131_SGB_554...region001	c00131_SGB_554..	SGB_5547_k141_1390272	betalactone	Others		
c00131_SGB_577...region001	c00131_SGB_577..	SGB_5773_k141_701111	lassopeptide	RiPPs		
c00131_SGB_607...region001	c00131_SGB_607..	SGB_6070_k141_416846	arylpolyene	Others		
c00131_SGB_652...region001	c00131_SGB_652..	SGB_6529_k141_1332407	betalactone	Others		
c00131_SGB_954...region001	c00131_SGB_954..	SGB_9544_k141_277487	betalactone	Others		
c00132_SGB_113...region001	c00132_SGB_113..	SGB_11353_k141_867762	ladderane	Others		
c00132_SGB_122...region001	c00132_SGB_122..	SGB_12281_k141_3237710	ranthipeptide	RiPPs		
c00132_SGB_130...region001	c00132_SGB_130..	SGB_13010_k141_17532	RRE-containing	RiPPs		
c00132_SGB_459...region001	c00132_SGB_459..	SGB_4592_k141_1406315	NRPS	NRPS		
c00132_SGB_536...region001	c00132_SGB_536..	SGB_5369_k141_2396104	ranthipeptide	RiPPs		
c00132_SGB_560...region001	c00132_SGB_560..	SGB_5605_k141_651024	terpene	Terpene		
c00132_SGB_607...region001	c00132_SGB_607..	SGB_6070_k141_923427	arylpolyene	Others		
c00133_SGB_100...region001	c00133_SGB_100..	SGB_10058_k141_1220760	betalactone	Others		
c00133_SGB_101...region001	c00133_SGB_101..	SGB_10130_k141_966790	RRE-containing	RiPPs		
c00133_SGB_107...region001	c00133_SGB_107..	SGB_10758_k141_1120663	betalactone	Others		
c00133_SGB_108...region001	c00133_SGB_108..	SGB_10837_k141_1595430	NRPS	NRPS		
c00133_SGB_112...region001	c00133_SGB_112..	SGB_11234_k141_599792	betalactone	Others		
c00133_SGB_120...region001	c00133_SGB_120..	SGB_12049_k141_746074	thiopeptide	RiPPs		
c00133_SGB_123...region001	c00133_SGB_123..	SGB_1238_k141_780309	terpene	Terpene		
c00133_SGB_126...region001	c00133_SGB_126..	SGB_12675_k141_450370	NRPS-like	NRPS		
c00133_SGB_510...region001	c00133_SGB_510..	SGB_5100_k141_330436	ranthipeptide	RiPPs		
c00133_SGB_601...region001	c00133_SGB_601..	SGB_6016_k141_1895226	RRE-containing	RiPPs		
c00133_SGB_608...region001	c00133_SGB_608..	SGB_6086_k141_2406675	RRE-containing	RiPPs		
c00133_SGB_817...region001	c00133_SGB_817..	SGB_8172_k141_1983478	RRE-containing	RiPPs		
c00133_SGB_961...region001	c00133_SGB_961..	SGB_9617_k141_1031640	ranthipeptide	RiPPs		
c00134_SGB_101...region001	c00134_SGB_101..	SGB_10111_k141_251812	RRE-containing	RiPPs		
c00134_SGB_105...region001	c00134_SGB_105..	SGB_10555_k141_670284	ranthipeptide	RiPPs		
c00134_SGB_106...region001	c00134_SGB_106..	SGB_10624_k141_1276270	ranthipeptide	RiPPs		
c00134_SGB_117...region001	c00134_SGB_117..	SGB_11789_k141_600590	RRE-containing	RiPPs		
c00134_SGB_402...region001	c00134_SGB_402..	SGB_4025_k141_467848	NRPS-like.NRPS	NRPS		
c00134_SGB_464...region001	c00134_SGB_464..	SGB_4643_k141_1144771	cyclic-lactone-autoinducer	RiPPs		
c00134_SGB_482...region001	c00134_SGB_482..	SGB_482_k141_221734	ranthipeptide	RiPPs		
c00134_SGB_494...region001	c00134_SGB_494..	SGB_4949_k141_487124	betalactone	Others		
c00134_SGB_570...region001	c00134_SGB_570..	SGB_5706_k141_3584514	arylpolyene	Others		
c00134_SGB_603...region001	c00134_SGB_603..	SGB_6039_k141_1623480	RRE-containing	RiPPs		
c00134_SGB_619...region001	c00134_SGB_619..	SGB_6191_k141_2178680	NRPS	NRPS		
c00134_SGB_636...region001	c00134_SGB_636..	SGB_6363_k141_5468001	RRE-containing	RiPPs		
c00134_SGB_960...region001	c00134_SGB_960..	SGB_9600_k141_295610	RRE-containing	RiPPs		
c00135_SGB_110...region001	c00135_SGB_110..	SGB_11030_k141_1941729	betalactone	Others		
c00135_SGB_116...region001	c00135_SGB_116..	SGB_11678_k141_704953	RRE-containing	RiPPs		
c00135_SGB_120...region001	c00135_SGB_120..	SGB_12053_k141_2009007	transAT-PKS-like	PKSother		
c00135_SGB_124...region001	c00135_SGB_124..	SGB_12421_k141_287561	ranthipeptide	RiPPs		
c00135_SGB_125...region001	c00135_SGB_125..	SGB_12521_k141_2913011	RRE-containing	RiPPs		
c00135_SGB_128...region001	c00135_SGB_128..	SGB_12889_k141_1997396	proteusin	RiPPs		
c00135_SGB_505...region001	c00135_SGB_505..	SGB_5059_k141_2024899	RRE-containing	RiPPs		
c00135_SGB_556...region001	c00135_SGB_556..	SGB_5568_k141_2298632	terpene	Terpene		
c00135_SGB_871...region001	c00135_SGB_871..	SGB_871_k141_1304807	ranthipeptide	RiPPs		
c00136_SGB_120...region001	c00136_SGB_120..	SGB_12054_k141_2137487	RRE-containing	RiPPs		
c00136_SGB_121...region001	c00136_SGB_121..	SGB_12134_k141_47638	RRE-containing	RiPPs		
c00136_SGB_123...region001	c00136_SGB_123..	SGB_12318_k141_736809	betalactone	Others		
c00136_SGB_131...region001	c00136_SGB_131..	SGB_13166_k141_739088	thioamide-NRP	NRPS		
c00136_SGB_419...region001	c00136_SGB_419..	SGB_4192_k141_1908571	RiPP-like	RiPPs		
c00136_SGB_594...region001	c00136_SGB_594..	SGB_5949_k141_945477	RRE-containing	RiPPs		
c00136_SGB_653...region001	c00136_SGB_653..	SGB_6530_k141_1384591	ranthipeptide	RiPPs		
c00136_SGB_680...region001	c00136_SGB_680..	SGB_6806_k141_1770671	RRE-containing	RiPPs		
c00136_SGB_897...region001	c00136_SGB_897..	SGB_8979_k141_3745304	RRE-containing	RiPPs		
c00137_SGB_103...region001	c00137_SGB_103..	SGB_10323_k141_232201	ranthipeptide	RiPPs		
c00137_SGB_111...region001	c00137_SGB_111..	SGB_1114_k141_1470855	NRPS-like	NRPS		
c00137_SGB_116...region001	c00137_SGB_116..	SGB_11620_k141_947415	NRPS	NRPS		
c00137_SGB_123...region001	c00137_SGB_123..	SGB_1238_k141_1414016	NRPS	NRPS		
c00137_SGB_378...region001	c00137_SGB_378..	SGB_3788_k141_788424	RRE-containing	RiPPs		
c00137_SGB_453...region001	c00137_SGB_453..	SGB_4534_k141_2312720	arylpolyene	Others		
c00137_SGB_625...region001	c00137_SGB_625..	SGB_625_k141_1065960	RRE-containing	RiPPs		
c00137_SGB_652...region001	c00137_SGB_652..	SGB_6527_k141_1610347	NRPS-like	NRPS		
c00137_SGB_717...region001	c00137_SGB_717..	SGB_7175_k141_3392880	NRPS	NRPS		
c00137_SGB_892...region001	c00137_SGB_892..	SGB_892_k141_1254331	ranthipeptide	RiPPs		
c00137_SGB_932...region001	c00137_SGB_932..	SGB_932_k141_580805	RRE-containing	RiPPs		
c00138_SGB_101...region001	c00138_SGB_101..	SGB_10131_k141_1035962	ranthipeptide	RiPPs		
c00138_SGB_105...region001	c00138_SGB_105..	SGB_10534_k141_1426382	ranthipeptide	RiPPs		
c00138_SGB_107...region001	c00138_SGB_107..	SGB_10739_k141_4563816	ranthipeptide	RiPPs		
c00138_SGB_114...region001	c00138_SGB_114..	SGB_11429_k141_1614871	ranthipeptide	RiPPs		
c00138_SGB_115...region001	c00138_SGB_115..	SGB_11508_k141_132906	arylpolyene	Others		
c00138_SGB_123...region001	c00138_SGB_123..	SGB_12318_k141_559511	RRE-containing	RiPPs		
c00138_SGB_357...region001	c00138_SGB_357..	SGB_3578_k141_91279	arylpolyene	Others		
c00138_SGB_362...region001	c00138_SGB_362..	SGB_3627_k141_1627984	terpene	Terpene		
c00138_SGB_383...region001	c00138_SGB_383..	SGB_3834_k141_1501373	NRPS	NRPS		
c00138_SGB_489...region001	c00138_SGB_489..	SGB_4898_k141_3539839	RRE-containing	RiPPs		
c00138_SGB_600...region001	c00138_SGB_600..	SGB_6003_k141_1402614	NRPS-like	NRPS		
c00138_SGB_607...region001	c00138_SGB_607..	SGB_6070_k141_2000741	NRPS	NRPS		
c00138_SGB_628...region001	c00138_SGB_628..	SGB_6284_k141_1390104	terpene	Terpene		
c00138_SGB_786...region001	c00138_SGB_786..	SGB_7863_k141_1832234	betalactone	Others		
c00138_SGB_855...region001	c00138_SGB_855..	SGB_8557_k141_1438607	RRE-containing	RiPPs		
c00138_SGB_861...region001	c00138_SGB_861..	SGB_8612_k141_1755863	ranthipeptide	RiPPs		
c00138_SGB_871...region001	c00138_SGB_871..	SGB_871_k141_321231	betalactone	Others		
c00139_SGB_109...region001	c00139_SGB_109..	SGB_10995_k141_25558	betalactone	Others		
c00139_SGB_111...region001	c00139_SGB_111..	SGB_1118_k141_839183	transAT-PKS.NRPS	PKS-NRP_Hybrids		
c00139_SGB_114...region001	c00139_SGB_114..	SGB_11414_k141_2198743	RRE-containing	RiPPs		
c00139_SGB_115...region001	c00139_SGB_115..	SGB_11514_k141_2085710	betalactone	Others		
c00139_SGB_378...region001	c00139_SGB_378..	SGB_3785_k141_200342	RRE-containing	RiPPs		
c00139_SGB_405...region001	c00139_SGB_405..	SGB_4059_k141_841739	RRE-containing	RiPPs		
c00139_SGB_652...region001	c00139_SGB_652..	SGB_6527_k141_2051293	NRPS	NRPS		
c00139_SGB_732...region001	c00139_SGB_732..	SGB_7323_k141_63567	RRE-containing	RiPPs		
c00139_SGB_778...region001	c00139_SGB_778..	SGB_7788_k141_2822136	ranthipeptide	RiPPs		
c00139_SGB_880...region001	c00139_SGB_880..	SGB_8809_k141_4347736	RRE-containing	RiPPs		
c00139_SGB_958...region001	c00139_SGB_958..	SGB_9586_k141_1490376	RRE-containing	RiPPs		
c00140_SGB_107...region001	c00140_SGB_107..	SGB_1078_k141_248928	NRPS	NRPS		
c00140_SGB_127...region001	c00140_SGB_127..	SGB_12758_k141_100858	NRPS	NRPS		
c00140_SGB_131...region001	c00140_SGB_131..	SGB_13114_k141_64826	ranthipeptide	RiPPs		
c00140_SGB_383...region001	c00140_SGB_383..	SGB_3834_k141_1173117	NRPS	NRPS		
c00140_SGB_385...region001	c00140_SGB_385..	SGB_3857_k141_1009704	thioamitides	RiPPs		
c00140_SGB_484...region001	c00140_SGB_484..	SGB_4848_k141_2505223	ranthipeptide	RiPPs		
c00140_SGB_619...region001	c00140_SGB_619..	SGB_6191_k141_1515071	NRPS	NRPS		
c00140_SGB_638...region001	c00140_SGB_638..	SGB_6382_k141_732165	betalactone	Others		
c00140_SGB_652...region001	c00140_SGB_652..	SGB_6529_k141_359841	RRE-containing	RiPPs		
c00140_SGB_775...region001	c00140_SGB_775..	SGB_7755_k141_1392024	hserlactone	Others		
c00140_SGB_787...region001	c00140_SGB_787..	SGB_7871_k141_1573418	RRE-containing	RiPPs		
c00140_SGB_836...region001	c00140_SGB_836..	SGB_8364_k141_1326673	RRE-containing	RiPPs		
c00141_SGB_116...region001	c00141_SGB_116..	SGB_11603_k141_2374225	RiPP-like	RiPPs		
c00141_SGB_122...region001	c00141_SGB_122..	SGB_12281_k141_1829586	proteusin	RiPPs		
c00141_SGB_138...region001	c00141_SGB_138..	SGB_13874_k141_45145	NRPS	NRPS		
c00141_SGB_371...region001	c00141_SGB_371..	SGB_3715_k141_1812400	NRPS-like	NRPS		
c00141_SGB_376...region001	c00141_SGB_376..	SGB_3769_k141_205570	RRE-containing	RiPPs		
c00141_SGB_565...region001	c00141_SGB_565..	SGB_5657_k141_2956154	RRE-containing	RiPPs		
c00141_SGB_601...region001	c00141_SGB_601..	SGB_6013_k141_483648	betalactone	Others		
c00141_SGB_612...region001	c00141_SGB_612..	SGB_6125_k141_192515	NRPS	NRPS		
c00141_SGB_911...region001	c00141_SGB_911..	SGB_9117_k141_1803491	terpene	Terpene		
c00141_SGB_983...region001	c00141_SGB_983..	SGB_9836_k141_672491	betalactone	Others		
c00142_SGB_101...region001	c00142_SGB_101..	SGB_10156_k141_1179937	ranthipeptide	RiPPs		
c00142_SGB_476...region001	c00142_SGB_476..	SGB_4769_k141_1052946	arylpolyene	Others		
c00142_SGB_555...region001	c00142_SGB_555..	SGB_5558_k141_1428226	NRPS	NRPS		
c00142_SGB_619...region001	c00142_SGB_619..	SGB_6191_k141_998481	NRPS	NRPS		
c00142_SGB_652...region001	c00142_SGB_652..	SGB_6527_k141_2470494	NRPS	NRPS		
c00142_SGB_715...region001	c00142_SGB_715..	SGB_7153_k141_572687	cyclic-lactone-autoinducer	RiPPs		
c00142_SGB_794...region001	c00142_SGB_794..	SGB_7949_k141_82053	betalactone	Others		
c00142_SGB_831...region001	c00142_SGB_831..	SGB_8315_k141_1047388	betalactone	Others		
c00142_SGB_969...region001	c00142_SGB_969..	SGB_9693_k141_1322736	RRE-containing	RiPPs		
c00142_SGB_970...region001	c00142_SGB_970..	SGB_9703_k141_254584	arylpolyene	Others		
c00143_SGB_113...region001	c00143_SGB_113..	SGB_11376_k141_262593	ranthipeptide	RiPPs		
c00143_SGB_132...region001	c00143_SGB_132..	SGB_13242_k141_1137936	betalactone	Others		
c00143_SGB_438...region001	c00143_SGB_438..	SGB_4384_k141_487662	arylpolyene	Others		
c00143_SGB_718...region001	c00143_SGB_718..	SGB_7182_k141_187276	betalactone	Others		
c00143_SGB_776...region001	c00143_SGB_776..	SGB_7764_k141_4331374	RRE-containing	RiPPs		
c00144_SGB_101...region001	c00144_SGB_101..	SGB_1014_k141_152813	ranthipeptide	RiPPs		
c00144_SGB_111...region001	c00144_SGB_111..	SGB_1114_k141_1782035	cyclic-lactone-autoinducer	RiPPs		
c00144_SGB_112...region001	c00144_SGB_112..	SGB_11260_k141_2193806	betalactone	Others		
c00144_SGB_120...region001	c00144_SGB_120..	SGB_12027_k141_616283	RRE-containing	RiPPs		
c00144_SGB_123...region001	c00144_SGB_123..	SGB_12356_k141_205030	ranthipeptide	RiPPs		
c00144_SGB_133...region001	c00144_SGB_133..	SGB_1337_k141_193586	RRE-containing	RiPPs		
c00144_SGB_376...region001	c00144_SGB_376..	SGB_3769_k141_2191863	ranthipeptide	RiPPs		
c00144_SGB_379...region001	c00144_SGB_379..	SGB_3793_k141_18322	betalactone	Others		
c00144_SGB_458...region001	c00144_SGB_458..	SGB_4588_k141_1774281	ranthipeptide	RiPPs		
c00144_SGB_512...region001	c00144_SGB_512..	SGB_5120_k141_3663384	ranthipeptide	RiPPs		
c00144_SGB_551...region001	c00144_SGB_551..	SGB_5517_k141_1818441	NRPS	NRPS		
c00144_SGB_711...region001	c00144_SGB_711..	SGB_7115_k141_2872442	betalactone	Others		
c00144_SGB_746...region001	c00144_SGB_746..	SGB_7469_k141_873028	RRE-containing	RiPPs		
c00144_SGB_994...region001	c00144_SGB_994..	SGB_994_k141_351370	betalactone	Others		
c00145_SGB_124...region001	c00145_SGB_124..	SGB_12491_k141_385179	ranthipeptide	RiPPs		
c00145_SGB_129...region001	c00145_SGB_129..	SGB_12955_k141_1877761	RRE-containing	RiPPs		
c00145_SGB_371...region001	c00145_SGB_371..	SGB_3714_k141_768533	terpene	Terpene		
c00145_SGB_666...region001	c00145_SGB_666..	SGB_6667_k141_3009490	ranthipeptide	RiPPs		
c00145_SGB_865...region001	c00145_SGB_865..	SGB_8651_k141_1541272	ranthipeptide	RiPPs		
c00145_SGB_985...region001	c00145_SGB_985..	SGB_9854_k141_1609670	betalactone	Others		
c00146_SGB_101...region001	c00146_SGB_101..	SGB_10146_k141_169144	RRE-containing	RiPPs		
c00146_SGB_111...region001	c00146_SGB_111..	SGB_11177_k141_750449	ranthipeptide	RiPPs		
c00146_SGB_126...region001	c00146_SGB_126..	SGB_12681_k141_806452	ranthipeptide	RiPPs		
c00146_SGB_132...region001	c00146_SGB_132..	SGB_13261_k141_1110484	RRE-containing	RiPPs		
c00146_SGB_397...region001	c00146_SGB_397..	SGB_3978_k141_184375	NRPS	NRPS		
c00146_SGB_440...region001	c00146_SGB_440..	SGB_440_k141_1260759	ranthipeptide	RiPPs		
c00146_SGB_594...region001	c00146_SGB_594..	SGB_5943_k141_432050	ranthipeptide	RiPPs		
c00146_SGB_602...region001	c00146_SGB_602..	SGB_6020_k141_976212	RiPP-like	RiPPs		
c00146_SGB_61_...region001	c00146_SGB_61_..	SGB_61_k141_2563910	ranthipeptide	RiPPs		
c00146_SGB_763...region001	c00146_SGB_763..	SGB_7636_k141_630624	cyclic-lactone-autoinducer	RiPPs		
c00146_SGB_821...region001	c00146_SGB_821..	SGB_8215_k141_1009453	betalactone	Others		
c00147_SGB_104...region001	c00147_SGB_104..	SGB_10420_k141_81593	betalactone	Others		
c00147_SGB_111...region001	c00147_SGB_111..	SGB_11100_k141_1806522	RRE-containing	RiPPs		
c00147_SGB_119...region001	c00147_SGB_119..	SGB_11917_k141_3740	ranthipeptide	RiPPs		
c00147_SGB_128...region001	c00147_SGB_128..	SGB_12804_k141_1228428	ranthipeptide	RiPPs		
c00147_SGB_371...region001	c00147_SGB_371..	SGB_3714_k141_1835865	T3PKS	PKSother		
c00147_SGB_605...region001	c00147_SGB_605..	SGB_6057_k141_1950835	RRE-containing	RiPPs		
c00147_SGB_786...region001	c00147_SGB_786..	SGB_7866_k141_1393715	RRE-containing	RiPPs		
c00147_SGB_941...region001	c00147_SGB_941..	SGB_9410_k141_3422348	RRE-containing	RiPPs		
c00148_SGB_138...region001	c00148_SGB_138..	SGB_1388_k141_403884	RRE-containing	RiPPs		
c00148_SGB_500...region001	c00148_SGB_500..	SGB_5004_k141_634548	betalactone	Others		
c00148_SGB_521...region001	c00148_SGB_521..	SGB_5216_k141_2206729	RRE-containing	RiPPs		
c00148_SGB_793...region001	c00148_SGB_793..	SGB_793_k141_544412	ranthipeptide	RiPPs		
c00149_SGB_101...region001	c00149_SGB_101..	SGB_10109_k141_1708653	ranthipeptide	RiPPs		
c00149_SGB_103...region001	c00149_SGB_103..	SGB_10331_k141_1447265	ranthipeptide	RiPPs		
c00149_SGB_114...region001	c00149_SGB_114..	SGB_11468_k141_3139457	NRPS-like	NRPS		
c00149_SGB_492...region001	c00149_SGB_492..	SGB_4927_k141_1343463	hserlactone	Others		
c00149_SGB_652...region001	c00149_SGB_652..	SGB_6529_k141_1119227	ranthipeptide	RiPPs		
c00149_SGB_746...region001	c00149_SGB_746..	SGB_7466_k141_2293415	RRE-containing	RiPPs		
c00149_SGB_785...region001	c00149_SGB_785..	SGB_7850_k141_1339931	RRE-containing	RiPPs		
c00150_SGB_111...region001	c00150_SGB_111..	SGB_1118_k141_528158	ranthipeptide	RiPPs		
c00150_SGB_116...region001	c00150_SGB_116..	SGB_11622_k141_2723940	NRPS-like	NRPS		
c00150_SGB_124...region001	c00150_SGB_124..	SGB_12426_k141_844751	RRE-containing	RiPPs		
c00150_SGB_128...region001	c00150_SGB_128..	SGB_12868_k141_760752	RRE-containing	RiPPs		
c00150_SGB_577...region001	c00150_SGB_577..	SGB_5772_k141_462314	ranthipeptide	RiPPs		
c00150_SGB_608...region001	c00150_SGB_608..	SGB_6086_k141_1461695	RRE-containing	RiPPs		
c00150_SGB_644...region001	c00150_SGB_644..	SGB_6442_k141_2598867	ranthipeptide	RiPPs		
c00150_SGB_931...region001	c00150_SGB_931..	SGB_9310_k141_1524831	ranthipeptide	RiPPs		
c00151_SGB_110...region001	c00151_SGB_110..	SGB_11030_k141_1888786	NRPS	NRPS		
c00151_SGB_572...region001	c00151_SGB_572..	SGB_572_k141_157781	ranthipeptide	RiPPs		
c00151_SGB_619...region001	c00151_SGB_619..	SGB_6191_k141_1148684	RRE-containing	RiPPs		
c00151_SGB_716...region001	c00151_SGB_716..	SGB_7163_k141_196156	NRPS	NRPS		
c00151_SGB_761...region001	c00151_SGB_761..	SGB_7614_k141_1921209	RRE-containing	RiPPs		
c00151_SGB_794...region001	c00151_SGB_794..	SGB_7949_k141_1832836	ranthipeptide	RiPPs		
c00151_SGB_884...region001	c00151_SGB_884..	SGB_8849_k141_2680886	ranthipeptide	RiPPs		
c00151_SGB_958...region001	c00151_SGB_958..	SGB_9586_k141_1356218	RRE-containing	RiPPs		
c00152_SGB_111...region001	c00152_SGB_111..	SGB_1118_k141_994532	RRE-containing	RiPPs		
c00152_SGB_112...region001	c00152_SGB_112..	SGB_11229_k141_1289410	NRPS-like	NRPS		
c00152_SGB_119...region001	c00152_SGB_119..	SGB_11921_k141_1761293	RRE-containing	RiPPs		
c00152_SGB_129...region001	c00152_SGB_129..	SGB_12921_k141_1598013	NRPS	NRPS		
c00152_SGB_131...region001	c00152_SGB_131..	SGB_13101_k141_862351	RRE-containing	RiPPs		
c00152_SGB_134...region001	c00152_SGB_134..	SGB_13457_k141_1492643	betalactone	Others		
c00152_SGB_419...region001	c00152_SGB_419..	SGB_4191_k141_842209	RRE-containing	RiPPs		
c00152_SGB_502...region001	c00152_SGB_502..	SGB_5025_k141_2068934	NRPS-like	NRPS		
c00152_SGB_591...region001	c00152_SGB_591..	SGB_5916_k141_560184	RRE-containing	RiPPs		
c00152_SGB_606...region001	c00152_SGB_606..	SGB_6066_k141_1936418	RRE-containing	RiPPs		
c00152_SGB_837...region001	c00152_SGB_837..	SGB_8377_k141_1072765	ranthipeptide	RiPPs		
c00153_SGB_116...region001	c00153_SGB_116..	SGB_1162_k141_1805061	ranthipeptide	RiPPs		
c00153_SGB_118...region001	c00153_SGB_118..	SGB_11802_k141_1605081	ranthipeptide	RiPPs		
c00153_SGB_120...region001	c00153_SGB_120..	SGB_12006_k141_2129470	ranthipeptide	RiPPs		
c00153_SGB_447...region001	c00153_SGB_447..	SGB_4473_k141_497287	RRE-containing	RiPPs		
c00153_SGB_716...region001	c00153_SGB_716..	SGB_7164_k141_2170669	ranthipeptide	RiPPs		
c00154_SGB_362...region001	c00154_SGB_362..	SGB_362_k141_2394945	RRE-containing	RiPPs		
c00154_SGB_401...region001	c00154_SGB_401..	SGB_4019_k141_1618053	terpene	Terpene		
c00154_SGB_522...region001	c00154_SGB_522..	SGB_522_k141_1311614	ranthipeptide	RiPPs		
c00154_SGB_787...region001	c00154_SGB_787..	SGB_7873_k141_986923	RRE-containing	RiPPs		
c00154_SGB_988...region001	c00154_SGB_988..	SGB_9886_k141_2029230	NRPS-like	NRPS		
c00155_SGB_106...region001	c00155_SGB_106..	SGB_1069_k141_684465	NRPS-like	NRPS		
c00155_SGB_425...region001	c00155_SGB_425..	SGB_4255_k141_507707	NRPS	NRPS		
c00155_SGB_447...region001	c00155_SGB_447..	SGB_4477_k141_2732717	RRE-containing	RiPPs		
c00155_SGB_505...region001	c00155_SGB_505..	SGB_5050_k141_261514	ranthipeptide	RiPPs		
c00155_SGB_589...region001	c00155_SGB_589..	SGB_5893_k141_1700644	RRE-containing	RiPPs		
c00155_SGB_602...region001	c00155_SGB_602..	SGB_6020_k141_635990	ranthipeptide	RiPPs		
